Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	TotalPeptides/Length	SpectralCount/Length	UniqueSpectralCount/Length	TotalSpectralCount/Length	C_01 Spectral Count	C_02 Spectral Count	C_03 Spectral Count	C_04 Spectral Count	C_05 Spectral Count	C_06 Spectral Count	C_07 Spectral Count	C_08 Spectral Count	T_01 Spectral Count	T_02 Spectral Count	T_03 Spectral Count	T_04 Spectral Count	T_05 Spectral Count	T_06 Spectral Count	T_07 Spectral Count	C_01 Unique Spectral Count	C_02 Unique Spectral Count	C_03 Unique Spectral Count	C_04 Unique Spectral Count	C_05 Unique Spectral Count	C_06 Unique Spectral Count	C_07 Unique Spectral Count	C_08 Unique Spectral Count	T_01 Unique Spectral Count	T_02 Unique Spectral Count	T_03 Unique Spectral Count	T_04 Unique Spectral Count	T_05 Unique Spectral Count	T_06 Unique Spectral Count	T_07 Unique Spectral Count	C_01 Total Spectral Count	C_02 Total Spectral Count	C_03 Total Spectral Count	C_04 Total Spectral Count	C_05 Total Spectral Count	C_06 Total Spectral Count	C_07 Total Spectral Count	C_08 Total Spectral Count	T_01 Total Spectral Count	T_02 Total Spectral Count	T_03 Total Spectral Count	T_04 Total Spectral Count	T_05 Total Spectral Count	T_06 Total Spectral Count	T_07 Total Spectral Count	C_01 Intensity	C_02 Intensity	C_03 Intensity	C_04 Intensity	C_05 Intensity	C_06 Intensity	C_07 Intensity	C_08 Intensity	T_01 Intensity	T_02 Intensity	T_03 Intensity	T_04 Intensity	T_05 Intensity	T_06 Intensity	T_07 Intensity	C_01 MaxLFQ Intensity	C_02 MaxLFQ Intensity	C_03 MaxLFQ Intensity	C_04 MaxLFQ Intensity	C_05 MaxLFQ Intensity	C_06 MaxLFQ Intensity	C_07 MaxLFQ Intensity	C_08 MaxLFQ Intensity	T_01 MaxLFQ Intensity	T_02 MaxLFQ Intensity	T_03 MaxLFQ Intensity	T_04 MaxLFQ Intensity	T_05 MaxLFQ Intensity	T_06 MaxLFQ Intensity	T_07 MaxLFQ Intensity	Indistinguishable Proteins
sp|P0DOX3|IGD_HUMAN	P0DOX3	IGD_HUMAN		512	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin delta heavy chain	1.0	0.999	7	43	12	43	0.013671875	0.083984375	0.0234375	0.083984375	12	2	1	6	8	1	1	6	0	2	0	2	1	0	1	1	1	1	1	2	1	1	1	0	2	0	0	0	0	1	12	2	1	6	8	1	1	6	0	2	0	2	1	0	1	139612608.0	23459292.0	24906988.0	13609071.0	124766632.0	0.0	22567230.0	49064368.0	0.0	26372152.0	13211092.0	2953849.0	3612484.8	0.0	7614468.0	37813824.0	13222629.0	16823482.0	34330600.0	18612238.0	0.0	26133898.0	29327842.0	0.0	17813132.0	8923463.0	7451457.0	9112948.0	0.0	5143210.0	
sp|P0DOX4|IGE_HUMAN	P0DOX4	IGE_HUMAN		547	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin epsilon heavy chain	0.9998	0.999	2	3	2	3	0.003656307129798903	0.005484460694698354	0.003656307129798903	0.005484460694698354	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	4900672.0	9387235.0	0.0	0.0	0.0	0.0	13519812.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9387235.0	0.0	0.0	0.0	0.0	13519812.0	0.0	0.0	0.0	0.0	0.0	
sp|P0DOX5|IGG1_HUMAN	P0DOX5	IGG1_HUMAN		449	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin gamma-1 heavy chain	1.0	0.999	24	9509	93	9509	0.053452115812917596	21.178173719376392	0.2071269487750557	21.178173719376392	706	1236	586	480	770	750	668	623	534	873	517	331	359	398	678	9	8	7	7	7	9	8	12	2	7	4	4	0	3	6	706	1236	586	480	770	750	668	623	534	873	517	331	359	398	678	22486890500.0	13237330900.0	30041270300.0	32868554800.0	78504215000.0	63154872000.0	45616816000.0	14499264500.0	22240174100.0	58553078000.0	25217099800.0	17772154900.0	14700495900.0	20889534500.0	12278258700.0	3619999230.0	2247524350.0	3674035200.0	3993858300.0	9402567700.0	6876547600.0	5612340700.0	2096381310.0	2897646850.0	7323915300.0	2828983810.0	2176715260.0	1827057920.0	2595621630.0	1706030080.0	
sp|P0DOX6|IGM_HUMAN	P0DOX6	IGM_HUMAN		576	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin mu heavy chain	1.0	0.999	16	129	73	1794	0.027777777777777776	0.22395833333333334	0.1267361111111111	3.1145833333333335	15	31	5	6	5	24	8	5	5	13	0	4	1	6	1	7	26	5	1	0	18	2	1	2	9	0	0	0	2	0	103	212	138	121	123	214	124	116	90	163	93	75	60	92	70	101904944.0	134162296.0	24411528.0	51994996.0	23917946.0	150664432.0	68250048.0	16607110.0	36805104.0	87208080.0	0.0	13928323.0	2794944.2	24165694.0	11282982.0	50809492.0	31055792.0	21410868.0	18552604.0	27345522.0	38345380.0	33418898.0	18987002.0	13676033.0	30684044.0	0.0	15924330.0	3195475.5	15917515.0	12899897.0	
sp|P0DOX7|IGK_HUMAN	P0DOX7	IGK_HUMAN		214	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa light chain	1.0	0.999	14	457	430	5057	0.06542056074766354	2.135514018691589	2.0093457943925235	23.630841121495326	44	41	27	34	40	29	47	51	27	32	20	14	7	10	34	41	39	25	30	38	27	47	48	24	30	18	13	7	9	34	424	639	291	277	389	356	457	361	328	425	224	192	157	184	353	336153472.0	135409760.0	170443760.0	169952336.0	431693920.0	288546176.0	314241568.0	206567040.0	132964400.0	391377408.0	133660688.0	83283712.0	59910028.0	81667608.0	84479912.0	129994080.0	62114660.0	81792248.0	78120960.0	153643056.0	102728656.0	148910672.0	69838992.0	48319692.0	140460080.0	66155672.0	42458944.0	32611008.0	35962776.0	45415092.0	
sp|P0DOY3|IGLC3_HUMAN	P0DOY3	IGLC3_HUMAN	IGLC3	106	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda constant 3	1.0	0.999	9	1760	6	1760	0.08490566037735849	16.60377358490566	0.05660377358490566	16.60377358490566	143	195	114	105	127	137	128	135	94	143	95	87	77	77	103	1	3	0	0	1	0	1	0	0	0	0	0	0	0	0	143	195	114	105	127	137	128	135	94	143	95	87	77	77	103	3894813700.0	3187642880.0	5994898900.0	7406391300.0	17406660600.0	11714689000.0	9859948500.0	2546168580.0	3893384960.0	15317704700.0	5027962400.0	4129608190.0	2795163390.0	4449991200.0	2375303170.0	3310468350.0	2046806270.0	3318904830.0	4495611900.0	9986328600.0	7009955300.0	5729818100.0	1687213820.0	2714025980.0	8891468800.0	3052924670.0	2380580860.0	1642993540.0	2540170240.0	1563529980.0	
sp|P0DP01|HV108_HUMAN	P0DP01	HV108_HUMAN	IGHV1-8	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-8	0.9868	0.999	2	6	6	69	0.017094017094017096	0.05128205128205128	0.05128205128205128	0.5897435897435898	0	3	0	0	0	2	0	0	0	1	0	0	0	0	0	0	3	0	0	0	2	0	0	0	1	0	0	0	0	0	3	7	5	4	7	7	3	4	5	7	4	3	4	3	3	0.0	19320090.0	0.0	0.0	0.0	11540921.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19320090.0	0.0	0.0	0.0	11540921.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P0DP23|CALM1_HUMAN	P0DP23	CALM1_HUMAN	CALM1	149	Homo sapiens	1:Experimental evidence at protein level	Calmodulin-1	1.0	0.999	13	1395	0	1395	0.087248322147651	9.36241610738255	0.0	9.36241610738255	90	97	112	89	90	91	73	78	112	79	110	97	135	99	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	97	112	89	90	91	73	78	112	79	110	97	135	99	43	1575466620.0	808984580.0	3606762750.0	3316443390.0	6127170600.0	4481481200.0	2345717500.0	798173890.0	4011512830.0	2442619900.0	3876061700.0	3745256450.0	4858394600.0	4598831100.0	641219200.0	497966016.0	287091776.0	909893380.0	801546370.0	1418293890.0	1073528320.0	581182460.0	269348736.0	897854590.0	613850370.0	953306500.0	844640580.0	1145834110.0	1039111230.0	261663600.0	sp|P0DP24|CALM2_HUMAN, sp|P0DP25|CALM3_HUMAN
sp|P0DPB6|RPAC2_HUMAN	P0DPB6	RPAC2_HUMAN	POLR1D	133	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerases I and III subunit RPAC2	0.9238	0.999	1	5	5	5	0.007518796992481203	0.03759398496240601	0.03759398496240601	0.03759398496240601	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6863710.0	18820012.0	6948302.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6863710.0	18820012.0	6948302.0	0.0	
sp|P0DPI2|GAL3A_HUMAN	P0DPI2	GAL3A_HUMAN	GATD3	268	Homo sapiens	1:Experimental evidence at protein level	Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial	1.0	0.999	7	45	45	45	0.026119402985074626	0.16791044776119404	0.16791044776119404	0.16791044776119404	0	0	1	4	6	11	5	0	0	0	0	8	6	4	0	0	0	1	4	6	11	5	0	0	0	0	8	6	4	0	0	0	1	4	6	11	5	0	0	0	0	8	6	4	0	0.0	0.0	26024176.0	76438480.0	114068520.0	190292064.0	74450840.0	0.0	0.0	0.0	0.0	141180832.0	80039216.0	89923752.0	0.0	0.0	0.0	26024176.0	45368804.0	64929536.0	81553472.0	35944508.0	0.0	0.0	0.0	0.0	65893816.0	46048960.0	42603904.0	0.0	
sp|P0DTE1|HV383_HUMAN	P0DTE1	HV383_HUMAN	IGHV3-38-3	115	Homo sapiens	1:Experimental evidence at protein level	Probable non-functional immunoglobulin heavy variable 3-38-3	0.9238	0.999	1	14	14	14	0.008695652173913044	0.12173913043478261	0.12173913043478261	0.12173913043478261	1	0	1	2	1	2	2	2	0	0	1	1	0	0	1	1	0	1	2	1	2	2	2	0	0	1	1	0	0	1	1	0	1	2	1	2	2	2	0	0	1	1	0	0	1	27046872.0	0.0	19326342.0	16818698.0	17830638.0	14630330.0	18278726.0	19215986.0	0.0	32009970.0	9774461.0	8845810.0	0.0	4450809.5	12163448.0	27046872.0	0.0	19326342.0	16818698.0	17830638.0	14630330.0	18278726.0	19215986.0	0.0	32009970.0	9774461.0	8845810.0	0.0	4450809.5	12163448.0	
sp|P0DTE7|AMY1B_HUMAN	P0DTE7	AMY1B_HUMAN	AMY1B	511	Homo sapiens	1:Experimental evidence at protein level	Alpha-amylase 1B	1.0	0.999	14	13	0	147	0.0273972602739726	0.025440313111545987	0.0	0.2876712328767123	3	2	0	0	0	0	0	0	2	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	14	4	7	0	9	0	2	23	19	0	0	0	0	8	49387080.0	28133092.0	0.0	0.0	0.0	4611570.5	0.0	0.0	8220485.5	40881892.0	0.0	0.0	0.0	0.0	10361244.0	49387080.0	28133092.0	0.0	0.0	0.0	4611570.5	0.0	0.0	8220485.5	23373912.0	0.0	0.0	0.0	0.0	5594517.5	sp|P0DTE8|AMY1C_HUMAN, sp|P0DUB6|AMY1A_HUMAN
sp|P10109|ADX_HUMAN	P10109	ADX_HUMAN	FDX1	184	Homo sapiens	1:Experimental evidence at protein level	Adrenodoxin, mitochondrial	0.9226	0.999	1	1	1	1	0.005434782608695652	0.005434782608695652	0.005434782608695652	0.005434782608695652	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9163450.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P10114|RAP2A_HUMAN	P10114	RAP2A_HUMAN	RAP2A	183	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rap-2a	0.9998	0.999	2	2	1	2	0.01092896174863388	0.01092896174863388	0.00546448087431694	0.01092896174863388	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	642081.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P10145|IL8_HUMAN	P10145	IL8_HUMAN	CXCL8	99	Homo sapiens	1:Experimental evidence at protein level	Interleukin-8	1.0	0.999	1	5	5	5	0.010101010101010102	0.050505050505050504	0.050505050505050504	0.050505050505050504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74672552.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P10153|RNAS2_HUMAN	P10153	RNAS2_HUMAN	RNASE2	161	Homo sapiens	1:Experimental evidence at protein level	Non-secretory ribonuclease	1.0	0.999	5	227	227	227	0.031055900621118012	1.4099378881987579	1.4099378881987579	1.4099378881987579	13	5	2	15	17	23	28	0	43	8	4	13	20	8	28	13	5	2	15	17	23	28	0	43	8	4	13	20	8	28	13	5	2	15	17	23	28	0	43	8	4	13	20	8	28	272006112.0	83282856.0	38033224.0	150790176.0	339672384.0	321291936.0	441351840.0	0.0	1624305660.0	114767616.0	46638476.0	231697568.0	306077728.0	34869624.0	168762320.0	87926368.0	31964252.0	27179886.0	51064708.0	96805704.0	94344280.0	125788568.0	0.0	477680032.0	51780560.0	25494854.0	67432592.0	91495576.0	19649504.0	44772644.0	
sp|P10155|RO60_HUMAN	P10155	RO60_HUMAN	RO60	538	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein RO60	1.0	0.999	6	51	51	51	0.011152416356877323	0.09479553903345725	0.09479553903345725	0.09479553903345725	0	2	0	1	6	2	0	0	2	0	3	8	14	13	0	0	2	0	1	6	2	0	0	2	0	3	8	14	13	0	0	2	0	1	6	2	0	0	2	0	3	8	14	13	0	0.0	5251579.0	0.0	16848500.0	26435800.0	23697232.0	0.0	0.0	1757406.1	0.0	14230272.0	37476408.0	74641088.0	85330792.0	0.0	0.0	23177554.0	0.0	8262472.5	13988142.0	7627130.0	0.0	0.0	7756215.0	0.0	8226362.5	11822838.0	22377180.0	24257974.0	0.0	
sp|P10253|LYAG_HUMAN	P10253	LYAG_HUMAN	GAA	952	Homo sapiens	1:Experimental evidence at protein level	Lysosomal alpha-glucosidase	1.0	0.999	10	38	38	38	0.01050420168067227	0.03991596638655462	0.03991596638655462	0.03991596638655462	0	0	0	5	7	12	8	0	0	1	1	1	1	2	0	0	0	0	5	7	12	8	0	0	1	1	1	1	2	0	0	0	0	5	7	12	8	0	0	1	1	1	1	2	0	0.0	0.0	0.0	51299828.0	103505040.0	145463344.0	133973200.0	0.0	0.0	0.0	0.0	10306397.0	5673316.5	8003436.0	0.0	0.0	0.0	0.0	15838439.0	19464602.0	28834184.0	27902884.0	0.0	0.0	0.0	0.0	9607709.0	5943260.0	7460870.0	0.0	
sp|P10301|RRAS_HUMAN	P10301	RRAS_HUMAN	RRAS	218	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein R-Ras	1.0	0.999	8	51	20	51	0.03669724770642202	0.23394495412844038	0.09174311926605505	0.23394495412844038	5	7	7	8	4	5	1	5	0	3	1	3	1	1	0	3	4	2	4	0	1	0	3	0	0	0	1	1	1	0	5	7	7	8	4	5	1	5	0	3	1	3	1	1	0	84608864.0	59783276.0	131728688.0	164182576.0	77233024.0	89049224.0	23797044.0	60387540.0	0.0	38908116.0	32487738.0	46109476.0	9178228.0	6953839.0	0.0	51198232.0	31267486.0	56813176.0	59255616.0	36345688.0	37463720.0	23219032.0	29614150.0	0.0	24495918.0	14919316.0	23542908.0	6181336.0	16999356.0	0.0	
sp|P10321|HLAC_HUMAN	P10321	HLAC_HUMAN	HLA-C	366	Homo sapiens	1:Experimental evidence at protein level	HLA class I histocompatibility antigen, C alpha chain	1.0	0.999	8	19	19	70	0.02185792349726776	0.05191256830601093	0.05191256830601093	0.1912568306010929	0	0	0	0	0	3	3	0	6	0	0	1	1	4	1	0	0	0	0	0	3	3	0	6	0	0	1	1	4	1	1	0	3	4	4	12	7	0	6	2	6	5	12	7	1	0.0	0.0	0.0	0.0	0.0	21115400.0	38743000.0	0.0	44177816.0	0.0	0.0	5777217.5	12037887.0	16901186.0	0.0	0.0	0.0	0.0	0.0	0.0	20405496.0	22621124.0	0.0	25488678.0	0.0	0.0	5582986.5	17536328.0	16332966.0	0.0	
sp|P10412|H14_HUMAN	P10412	H14_HUMAN	H1-4	219	Homo sapiens	1:Experimental evidence at protein level	Histone H1.4	1.0	0.999	10	75	52	356	0.045662100456621	0.3424657534246575	0.2374429223744292	1.6255707762557077	5	3	4	7	6	8	5	5	3	1	5	7	8	3	5	3	2	4	5	5	5	3	4	3	1	2	4	4	2	5	21	10	20	26	34	35	24	11	13	3	30	39	53	31	6	112477400.0	52459268.0	136332288.0	301590336.0	610274940.0	548908350.0	320358016.0	41121304.0	163001456.0	58372444.0	435114752.0	575802750.0	791215620.0	299356224.0	96196632.0	58651804.0	31169236.0	132677624.0	179561728.0	323798144.0	276273472.0	180126912.0	24820672.0	173715680.0	62209316.0	261147296.0	336015072.0	488817024.0	173595008.0	102519720.0	
sp|P10515|ODP2_HUMAN	P10515	ODP2_HUMAN	DLAT	647	Homo sapiens	1:Experimental evidence at protein level	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	1.0	0.999	10	62	62	62	0.015455950540958269	0.09582689335394126	0.09582689335394126	0.09582689335394126	0	0	0	4	9	8	1	0	5	0	1	18	13	3	0	0	0	0	4	9	8	1	0	5	0	1	18	13	3	0	0	0	0	4	9	8	1	0	5	0	1	18	13	3	0	0.0	0.0	0.0	53565704.0	99263640.0	75612744.0	53385944.0	0.0	30227484.0	0.0	5727088.5	147143856.0	86438368.0	31531376.0	0.0	0.0	0.0	0.0	14147186.0	20792746.0	18396734.0	19129542.0	0.0	14152626.0	0.0	13467453.0	27414152.0	19104384.0	11891376.0	0.0	
sp|P10586|PTPRF_HUMAN	P10586	PTPRF_HUMAN	PTPRF	1907	Homo sapiens	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase F	0.8759	0.9983	1	1	1	1	0.0005243838489774515	0.0005243838489774515	0.0005243838489774515	0.0005243838489774515	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	105	Homo sapiens	1:Experimental evidence at protein level	Thioredoxin	1.0	0.999	7	447	447	447	0.06666666666666667	4.257142857142857	4.257142857142857	4.257142857142857	19	12	32	24	26	24	15	14	59	19	57	35	66	36	9	19	12	32	24	26	24	15	14	59	19	57	35	66	36	9	19	12	32	24	26	24	15	14	59	19	57	35	66	36	9	509404544.0	143096224.0	940676480.0	860004610.0	1225380860.0	1077056380.0	559892220.0	213617056.0	2289854460.0	735303680.0	2134026880.0	1647547520.0	2678908670.0	1557468290.0	86626416.0	146591712.0	55207248.0	272059584.0	212774576.0	307930752.0	284841888.0	160403168.0	61593440.0	563031680.0	199068544.0	551061310.0	399804096.0	634718270.0	397106560.0	37807616.0	
sp|P10606|COX5B_HUMAN	P10606	COX5B_HUMAN	COX5B	129	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c oxidase subunit 5B, mitochondrial	1.0	0.999	5	91	91	91	0.03875968992248062	0.7054263565891473	0.7054263565891473	0.7054263565891473	2	0	8	13	11	14	3	0	8	0	4	17	8	3	0	2	0	8	13	11	14	3	0	8	0	4	17	8	3	0	2	0	8	13	11	14	3	0	8	0	4	17	8	3	0	30352380.0	0.0	89040224.0	228270288.0	138030480.0	287483104.0	74386744.0	0.0	113608936.0	0.0	49727520.0	324329184.0	86104112.0	33697276.0	0.0	24792038.0	0.0	46870040.0	65694044.0	68332928.0	77984952.0	60657832.0	0.0	34140724.0	0.0	26081866.0	72719768.0	35688228.0	20569826.0	0.0	
sp|P10619|PPGB_HUMAN	P10619	PPGB_HUMAN	CTSA	480	Homo sapiens	1:Experimental evidence at protein level	Lysosomal protective protein	1.0	0.999	3	15	15	15	0.00625	0.03125	0.03125	0.03125	0	0	1	3	3	2	2	0	1	0	0	0	3	0	0	0	0	1	3	3	2	2	0	1	0	0	0	3	0	0	0	0	1	3	3	2	2	0	1	0	0	0	3	0	0	0.0	0.0	8230167.0	44011384.0	32047052.0	39052636.0	51124076.0	0.0	12067934.0	0.0	0.0	0.0	9627936.0	0.0	0.0	0.0	0.0	8230167.0	24485248.0	17533402.0	22733774.0	30688496.0	0.0	12067934.0	0.0	0.0	0.0	6005848.5	0.0	0.0	
sp|P10620|MGST1_HUMAN	P10620	MGST1_HUMAN	MGST1	155	Homo sapiens	1:Experimental evidence at protein level	Microsomal glutathione S-transferase 1	1.0	0.999	2	22	22	22	0.012903225806451613	0.14193548387096774	0.14193548387096774	0.14193548387096774	0	0	0	5	4	3	1	0	1	0	1	1	2	3	1	0	0	0	5	4	3	1	0	1	0	1	1	2	3	1	0	0	0	5	4	3	1	0	1	0	1	1	2	3	1	0.0	0.0	0.0	68412080.0	65501428.0	42450092.0	21752612.0	0.0	0.0	0.0	12483356.0	25035320.0	29282636.0	9563103.0	11346464.0	0.0	0.0	0.0	36978724.0	29957216.0	22914150.0	23503818.0	0.0	0.0	0.0	6630686.0	12763569.0	15823504.0	10207857.0	12259918.0	
sp|P10643|CO7_HUMAN	P10643	CO7_HUMAN	C7	843	Homo sapiens	1:Experimental evidence at protein level	Complement component C7	1.0	0.999	21	283	283	283	0.02491103202846975	0.33570581257413995	0.33570581257413995	0.33570581257413995	19	28	26	21	22	45	20	11	6	14	14	13	5	26	13	19	28	26	21	22	45	20	11	6	14	14	13	5	26	13	19	28	26	21	22	45	20	11	6	14	14	13	5	26	13	338195872.0	302505760.0	267214544.0	193384016.0	259838368.0	875808510.0	292151104.0	163042944.0	25694604.0	114045632.0	115230336.0	80945912.0	106488424.0	161910576.0	78781312.0	81621792.0	59393388.0	56766152.0	56929556.0	55711240.0	116760280.0	72265608.0	34021840.0	14861286.0	41937848.0	27473998.0	22508702.0	11618515.0	36903360.0	24371152.0	
sp|P10644|KAP0_HUMAN	P10644	KAP0_HUMAN	PRKAR1A	381	Homo sapiens	1:Experimental evidence at protein level	cAMP-dependent protein kinase type I-alpha regulatory subunit	1.0	0.999	7	59	53	59	0.01837270341207349	0.15485564304461943	0.13910761154855644	0.15485564304461943	4	3	6	4	5	9	4	1	2	5	2	3	7	4	0	4	3	6	4	4	9	4	1	2	4	1	2	5	4	0	4	3	6	4	5	9	4	1	2	5	2	3	7	4	0	41142840.0	48541404.0	49303144.0	60394708.0	67781568.0	85016760.0	51260080.0	11250330.0	8795839.0	76694288.0	58574604.0	53169820.0	46574192.0	17963730.0	0.0	23031342.0	27190154.0	18664586.0	17871830.0	17718002.0	18545220.0	19069082.0	13788363.0	9072486.0	24038814.0	12676205.0	11741808.0	10192508.0	12036569.0	0.0	
sp|P10645|CMGA_HUMAN	P10645	CMGA_HUMAN	CHGA	457	Homo sapiens	1:Experimental evidence at protein level	Chromogranin-A	1.0	0.999	10	31	31	31	0.02188183807439825	0.06783369803063458	0.06783369803063458	0.06783369803063458	0	0	5	5	1	5	15	0	0	0	0	0	0	0	0	0	0	5	5	1	5	15	0	0	0	0	0	0	0	0	0	0	5	5	1	5	15	0	0	0	0	0	0	0	0	0.0	0.0	71945712.0	64167908.0	15838942.0	77924528.0	138776976.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22044920.0	20085036.0	10819768.0	26477290.0	29968540.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P10768|ESTD_HUMAN	P10768	ESTD_HUMAN	ESD	282	Homo sapiens	1:Experimental evidence at protein level	S-formylglutathione hydrolase	1.0	0.999	18	498	498	498	0.06382978723404255	1.7659574468085106	1.7659574468085106	1.7659574468085106	38	36	37	38	28	45	20	30	7	19	24	56	62	52	6	38	36	37	38	28	45	20	30	7	19	24	56	62	52	6	38	36	37	38	28	45	20	30	7	19	24	56	62	52	6	664731970.0	316904416.0	665851520.0	737962240.0	624769090.0	759994880.0	307224448.0	237910096.0	102123408.0	418224992.0	420055968.0	757342590.0	786256830.0	610301500.0	38578852.0	112480176.0	83343304.0	121223648.0	127244400.0	142323664.0	127228160.0	64394020.0	57176208.0	26676660.0	84990928.0	73785464.0	143510224.0	114016872.0	111561120.0	20470534.0	
sp|P10809|CH60_HUMAN	P10809	CH60_HUMAN	HSPD1	573	Homo sapiens	1:Experimental evidence at protein level	60 kDa heat shock protein, mitochondrial	1.0	0.999	38	1041	867	1041	0.06631762652705062	1.8167539267015707	1.513089005235602	1.8167539267015707	15	1	33	71	92	131	56	3	21	5	69	247	193	103	1	13	1	27	57	77	111	45	3	15	5	57	213	159	83	1	15	1	33	71	92	131	56	3	21	5	69	247	193	103	1	327771648.0	15382842.0	482430560.0	1338408060.0	3049938430.0	2489020930.0	1342524670.0	18491460.0	243218208.0	73651384.0	1629828610.0	6251820000.0	3249792770.0	2392428800.0	0.0	63882188.0	17639464.0	78028696.0	124649760.0	269782880.0	187935264.0	148263344.0	17487110.0	97741136.0	32680256.0	164190464.0	468164352.0	260021296.0	184440000.0	0.0	
sp|P10909|CLUS_HUMAN	P10909	CLUS_HUMAN	CLU	449	Homo sapiens	1:Experimental evidence at protein level	Clusterin	1.0	0.999	17	308	308	308	0.0378619153674833	0.6859688195991092	0.6859688195991092	0.6859688195991092	28	27	27	37	20	23	29	24	8	27	15	26	10	6	1	28	27	27	37	20	23	29	24	8	27	15	26	10	6	1	28	27	27	37	20	23	29	24	8	27	15	26	10	6	1	530714624.0	359102272.0	369532960.0	827423620.0	336237312.0	347975840.0	491834912.0	276972896.0	51219880.0	542893950.0	190992912.0	281081088.0	88039080.0	42244632.0	3225762.8	103672664.0	80361832.0	76386688.0	142789904.0	88655896.0	78253168.0	111870160.0	58262592.0	22509378.0	99347448.0	48744580.0	57096944.0	19181034.0	16100411.0	14721638.0	
