U965_HCC1806	U965_MCF10A	U965_MCF7	U965_MDA231	U965_T47D	con_HCC1806	con_MCF10A	con_MCF7	con_MDA231	con_T47D	Organism	Protein.Existence	Protein.Length	Number.Of.Imputations	Normal_vs_Basal_logFC	Normal_vs_Basal_AveExpr	Normal_vs_Basal_t	Normal_vs_Basal_P.Value	Normal_vs_Basal_adj.P.Val	Normal_vs_Basal_B	Normal_vs_Basal_-log(P.Value)	Normal_vs_Basal_-log(adj.P.Val)	Protein	Protein.ID	Entry.Name	Gene	Description	Indistinguishable.Proteins	Normal_vs_Basal_Valid	Normal_vs_Basal_Significant
21.440425872802734	21.23802947998047	21.81644630432129	22.14162254333496	20.795146942138672	24.860448837280273	23.64854621887207	24.414794921875	23.29334831237793	25.422739028930664	Homo sapiens	1:Experimental evidence at protein level	247	0	0.534787846124278	22.9068223717121	0.413206813815127	0.686772579293332	0.831839514491657	-6.08209969377137	0.163187053201468	0.0799604533891166	sp|P07477|TRY1_HUMAN	P07477	TRY1_HUMAN	PRSS1	Serine protease 1		+	
19.645034790039062	21.50019645690918	17.612600326538086	17.52192497253418	18.62310218811035	18.345430374145508	22.18634033203125	18.709396362304688	18.291126251220703	19.456918716430664	Homo sapiens	1:Experimental evidence at protein level	140	8	-3.34333157768862	19.1859375696125	-4.85112117917271	0.000402152075591089	0.0116984961386513	0.352442517115421	3.39560968547088	1.93186996395155	sp|P07737|PROF1_HUMAN	P07737	PROF1_HUMAN	PFN1	Profilin-1		+	+
19.69045066833496	20.079387664794922	20.225801467895508	19.25200080871582	20.707162857055664	19.310516357421875	18.914409637451172	20.519405364990234	18.27092933654785	21.573009490966797	Homo sapiens	1:Experimental evidence at protein level	180	3	-0.335650750827657	19.8618469437991	-0.454754924638382	0.657435455863991	0.813711097011989	-6.06370065456389	0.182146877877066	0.0895297612586443	sp|P07741|APT_HUMAN	P07741	APT_HUMAN	APRT	Adenine phosphoribosyltransferase		+	
21.884540557861328	21.445959091186523	20.866802215576172	21.03253746032715	21.472408294677734	21.79050064086914	21.524864196777344	20.80259895324707	21.769691467285156	22.100278854370117	Homo sapiens	1:Experimental evidence at protein level	1512	0	0.167301455755034	21.4698125764688	0.273135900084635	0.789411375807462	0.896688175814833	-6.1314293813361	0.102696619497622	0.0473585570306504	sp|P07814|SYEP_HUMAN	P07814	SYEP_HUMAN	EPRS1	Bifunctional glutamate/proline--tRNA ligase		+	
20.919109344482422	22.244888305664062	20.51870346069336	17.988109588623047	20.390342712402344	21.194683074951172	24.02985191345215	21.450912475585938	20.49113655090332	20.98627471923828	Homo sapiens	1:Experimental evidence at protein level	732	0	-2.93881156808246	21.0158884793678	-3.50629805747397	0.00435683627653604	0.0374743069608384	-1.86863015197136	2.36082875990196	1.42626639012389	sp|P07900|HS90A_HUMAN	P07900	HS90A_HUMAN	HSP90AA1	Heat shock protein HSP 90-alpha		+	+
27.244384765625	24.17610740661621	27.29012107849121	27.139795303344727	26.189266204833984	25.604053497314453	24.69832420349121	25.991790771484375	26.333229064941406	25.472686767578125	Homo sapiens	1:Experimental evidence at protein level	306	0	2.17884386214609	26.0154835132502	2.81769135017928	0.0155801094133005	0.0806385165471002	-3.05304754873558	1.80742949676449	1.09345747025042	sp|P07910|HNRPC_HUMAN	P07910	HNRPC_HUMAN	HNRNPC	Heterogeneous nuclear ribonucleoproteins C1/C2		+	
21.36499786376953	19.41105842590332	19.875713348388672	20.865154266357422	20.504131317138672	21.284564971923828	18.171762466430664	21.013994216918945	20.71129608154297	18.829891204833984	Homo sapiens	1:Experimental evidence at protein level	785	3	2.28200077573002	20.203528843082	3.11556213780792	0.00896781621487992	0.0566849406326596	-2.54160140096728	2.04731330068978	1.24653230387289	sp|P08047|SP1_HUMAN	P08047	SP1_HUMAN	SP1	Transcription factor Sp1		+	
19.793575286865234	20.696128845214844	18.803682327270508	18.100200653076172	21.05780029296875	20.9761962890625	20.69586753845215	21.015867233276367	20.44183349609375	22.032560348510742	Homo sapiens	1:Experimental evidence at protein level	193	2	-0.836016585462296	20.363807134525	-0.850412929815594	0.411809673629052	0.635965166433956	-5.80630940074848	0.385303455788962	0.196566671206637	sp|P08134|RHOC_HUMAN	P08134	RHOC_HUMAN	RHOC	Rho-related GTP-binding protein RhoC		+	
23.212223052978516	20.518917083740234	23.400344848632812	21.7810115814209	20.441795349121094	23.81288719177246	21.494342803955078	23.501113891601562	22.273954391479492	21.62132453918457	Homo sapiens	1:Experimental evidence at protein level	630	0	1.79302074319799	22.2019405833962	2.14718170171838	0.052998986788651	0.171489578680421	-4.16350239650192	1.27573243297098	0.765762266636391	sp|P08195|4F2_HUMAN	P08195	4F2_HUMAN	SLC3A2	Amino acid transporter heavy chain SLC3A2		+	
21.47671127319336	22.934001922607422	22.13890266418457	20.883066177368164	21.717689514160156	22.293516159057617	24.757991790771484	22.119762420654297	22.159048080444336	22.935808181762695	Homo sapiens	1:Experimental evidence at protein level	724	0	-2.09000812331699	22.3393609899046	-3.25956146749809	0.00686808362110235	0.049453983770425	-2.29335036160382	2.16316442580549	1.30579871802382	sp|P08238|HS90B_HUMAN	P08238	HS90B_HUMAN	HSP90AB1	Heat shock protein HSP 90-beta		+	+
21.449329376220703	20.901185989379883	21.65382194519043	22.552200317382812	21.08260726928711	21.670181274414062	18.800701141357422	21.437334060668945	22.32089614868164	21.84046173095703	Homo sapiens	1:Experimental evidence at protein level	638	1	2.16464118062526	21.3751954757701	2.96940860228767	0.0117603426801904	0.0677216343321134	-2.79313086119246	1.92958002333237	1.16927256956999	sp|P08240|SRPRA_HUMAN	P08240	SRPRA_HUMAN	SRPRA	Signal recognition particle receptor subunit alpha		+	
18.73914909362793	18.697280883789062	22.128108978271484	17.169391632080078	23.085594177246094	19.087100982666016	19.19264030456543	18.121458053588867	19.681901931762695	23.676034927368164	Homo sapiens	1:Experimental evidence at protein level	103	7	-0.246869855379565	19.9692379508183	-0.184029900288208	0.857075614400417	0.935127378683692	-6.15245618879934	0.066980861311078	0.0291292275322289	sp|P08493|MGP_HUMAN	P08493	MGP_HUMAN	MGP	Matrix Gla protein		+	
19.87507438659668	20.052845001220703	19.81171226501465	21.085256576538086	20.663070678710938	20.673646926879883	22.724105834960938	21.10883140563965	21.591384887695312	21.151409149169922	Homo sapiens	1:Experimental evidence at protein level	390	0	-0.532706304329114	20.8722414195399	-0.664503985734775	0.51898404928158	0.722685442168189	-5.94529862223247	0.284845989772823	0.141050693655735	sp|P08559|ODPA_HUMAN	P08559	ODPA_HUMAN	PDHA1	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial		+	
19.776735305786133	18.617778778076172	20.587106704711914	18.814632415771484	18.866649627685547	20.636808395385742	20.351369857788086	21.42987632751465	18.36131477355957	21.129867553710938	Homo sapiens	1:Experimental evidence at protein level	325	2	-0.0475358862321897	19.8580098112399	-0.0543094974498439	0.95758590565094	0.977730462644349	-6.16846467927048	0.0188222547727709	0.00978085351495168	sp|P08574|CY1_HUMAN	P08574	CY1_HUMAN	CYC1	Cytochrome c1, heme protein, mitochondrial		+	
22.25414276123047	20.45253562927246	22.461414337158203	22.532005310058594	22.402124404907227	22.530954360961914	23.92918586730957	22.637046813964844	24.72134780883789	18.878498077392578	Homo sapiens	1:Experimental evidence at protein level	225	1	0.863468943669087	22.2705671800449	0.759932365350652	0.462023484233244	0.678799908187003	-5.87780806385688	0.335335949089545	0.168258225096083	sp|P08579|RU2B_HUMAN	P08579	RU2B_HUMAN	SNRPB2	U2 small nuclear ribonucleoprotein B''		+	
23.730777740478516	21.760452270507812	23.41058349609375	23.19967269897461	22.7203426361084	22.645278930664062	23.35784149169922	22.757688522338867	23.23306655883789	22.13729476928711	Homo sapiens	1:Experimental evidence at protein level	437	0	0.684102067426647	22.8932475440048	1.17958651690287	0.261113615535084	0.491486708465623	-5.48905783415452	0.583170481690711	0.308488222527856	sp|P08621|RU17_HUMAN	P08621	RU17_HUMAN	SNRNP70	U1 small nuclear ribonucleoprotein 70 kDa		+	
20.94394874572754	17.86505126953125	19.753372192382812	19.4525146484375	20.968721389770508	19.61564826965332	18.574790954589844	18.547374725341797	20.22718048095703	19.09949493408203	Homo sapiens	1:Experimental evidence at protein level	508	4	1.86301758598863	19.5060013601474	2.4748196423967	0.029306843004258	0.121878267450215	-3.63142608239412	1.53303096217141	0.914073728080471	sp|P08651|NFIC_HUMAN	P08651	NFIC_HUMAN	NFIC	Nuclear factor 1 C-type		+	
26.42276382446289	22.835786819458008	26.083171844482422	27.909618377685547	22.917652130126953	27.7397403717041	25.314800262451172	27.441457748413086	29.54620933532715	26.258760452270508	Homo sapiens	1:Experimental evidence at protein level	466	0	3.86331807323667	26.2407009973878	3.19524045450786	0.0077366592011233	0.0526515850457442	-2.40425176462384	2.11144653333904	1.27858855009562	sp|P08670|VIME_HUMAN	P08670	VIME_HUMAN	VIM	Vimentin		+	
24.596792221069336	25.137248992919922	24.9318790435791	25.3559627532959	25.351078033447266	22.967445373535156	23.024099349975586	24.224746704101562	24.03430938720703	24.680891036987305	Homo sapiens	1:Experimental evidence at protein level	135	0	0.191783164483567	24.4368753409744	0.219307712051685	0.830111256110621	0.922421256790134	-6.14510321536384	0.0808636971698795	0.0350706974736707	sp|P08708|RS17_HUMAN	P08708	RS17_HUMAN	RPS17	Small ribosomal subunit protein eS17		+	
25.584674835205078	22.530242919921875	25.846542358398438	23.12420654296875	24.56241798400879	26.328229904174805	24.88251304626465	26.04924201965332	24.500539779663086	26.20786476135254	Homo sapiens	1:Experimental evidence at protein level	400	0	1.21756353597292	24.9614804408784	1.35107639540962	0.201694955998997	0.421062459942313	-5.29180639245147	0.695304962516997	0.375653476619757	sp|P08727|K1C19_HUMAN	P08727	K1C19_HUMAN	KRT19	Keratin, type I cytoskeletal 19		+	
25.29764747619629	22.506610870361328	21.438011169433594	21.860700607299805	21.113767623901367	26.21095085144043	22.08795738220215	25.078414916992188	23.56534194946289	22.298202514648438	Homo sapiens	1:Experimental evidence at protein level	469	0	1.95743603587999	23.1393784336554	1.64299413689979	0.126415010351654	0.303057949021075	-4.91361994698407	0.898201355437684	0.518474320231056	sp|P08729|K2C7_HUMAN	P08729	K2C7_HUMAN	KRT7	Keratin, type II cytoskeletal 7		+	
19.55525779724121	20.22266387939453	21.09575080871582	20.1649227142334	21.68480110168457	20.385604858398438	20.202346801757812	21.09495735168457	17.88105583190918	19.17852783203125	Homo sapiens	1:Experimental evidence at protein level	354	3	-0.674891524013912	20.1507600947294	-0.75622336328673	0.464161648467926	0.67982116126508	-5.88058491493082	0.333330746143849	0.167605320956817	sp|P08754|GNAI3_HUMAN	P08754	GNAI3_HUMAN	GNAI3	Guanine nucleotide-binding protein G(i) subunit alpha-3		+	
19.9046630859375	21.056039810180664	18.719680786132812	19.162128448486328	17.718080520629883	21.177610397338867	21.595735549926758	24.091594696044922	20.820249557495117	24.87627410888672	Homo sapiens	1:Experimental evidence at protein level	473	2	-1.02145575078655	20.9129790725802	-0.593478437317662	0.563924742251648	0.752346363724968	-5.99008314939083	0.248778850281963	0.123582173739139	sp|P08779|K1C16_HUMAN	P08779	K1C16_HUMAN	KRT16	Keratin, type I cytoskeletal 16		+	
21.107011795043945	23.32867431640625	21.155475616455078	20.812301635742188	21.034446716308594	18.37301254272461	23.206865310668945	20.322782516479492	20.805570602416992	20.658376693725586	Homo sapiens	1:Experimental evidence at protein level	295	1	-2.94343400561851	21.0795965079356	-3.75511368302317	0.00276415120925378	0.0276211874512933	-1.44327267711762	2.55843820313998	1.5587576547777	sp|P08865|RSSA_HUMAN	P08865	RSSA_HUMAN	RPSA	Small ribosomal subunit protein uS2		+	+
23.95371437072754	20.542211532592773	23.424867630004883	22.970165252685547	23.318918228149414	22.463045120239258	22.47481918334961	22.493791580200195	22.434555053710938	21.59339141845703	Homo sapiens	1:Experimental evidence at protein level	348	0	1.48485389785343	22.5664184809093	2.05603787857049	0.0622992817056559	0.191426841573997	-4.30629467983609	1.2055169606132	0.717997166192608	sp|P09001|RM03_HUMAN	P09001	RM03_HUMAN	MRPL3	Large ribosomal subunit protein uL3m		+	
23.284780502319336	22.21572494506836	23.79557991027832	23.129039764404297	23.423553466796875	22.732336044311523	23.29841423034668	22.977676391601562	22.941143035888672	22.9979305267334	Homo sapiens	1:Experimental evidence at protein level	282	0	0.306259534431309	23.080597992688	0.570453419114132	0.578937828177742	0.759436784260184	-6.00358217029461	0.237368072419524	0.119508371096243	sp|P09012|SNRPA_HUMAN	P09012	SNRPA_HUMAN	SNRPA	U1 small nuclear ribonucleoprotein A		+	
21.450380325317383	21.456525802612305	21.972227096557617	21.5721435546875	21.96234893798828	19.479562759399414	21.169145584106445	20.7773380279541	21.03240394592285	20.33201026916504	Homo sapiens	1:Experimental evidence at protein level	144	0	-0.392102272479526	21.1221717660394	-0.508976141770435	0.620034796545066	0.791663268742116	-6.03714095484745	0.207583937076811	0.101459504804734	sp|P09132|SRP19_HUMAN	P09132	SRP19_HUMAN	SRP19	Signal recognition particle 19 kDa protein		+	
19.384000778198242	21.829744338989258	17.79668617248535	18.01350975036621	17.34795379638672	19.00994873046875	21.95003890991211	17.786951065063477	18.80461883544922	17.94173812866211	Homo sapiens	1:Experimental evidence at protein level	210	8	-3.04054323446251	18.9794756982337	-6.26916761018664	4.21043901168657E-05	0.00602923356630854	2.40421315313882	4.37567261903065	2.21973789168712	sp|P09211|GSTP1_HUMAN	P09211	GSTP1_HUMAN	GSTP1	Glutathione S-transferase P		+	+
22.819875717163086	20.753372192382812	20.955751419067383	24.68229866027832	22.528411865234375	23.613611221313477	21.528797149658203	21.988237380981445	25.200368881225586	24.04463005065918	Homo sapiens	1:Experimental evidence at protein level	135	0	2.96587780300468	22.8138114704943	3.18903815159254	0.0078260634137162	0.0526515850457442	-2.41494555656098	2.10645663738149	1.27858855009562	sp|P09382|LEG1_HUMAN	P09382	LEG1_HUMAN	LGALS1	Galectin-1		+	
19.17852020263672	21.496448516845703	20.715545654296875	18.48065948486328	21.510717391967773	19.203691482543945	23.127979278564453	22.23385238647461	19.2130184173584	19.683889389038086	Homo sapiens	1:Experimental evidence at protein level	215	3	-3.23830506369734	20.4834113054603	-4.38093731875063	0.000903403669449239	0.0162123070270998	-0.398863783617962	3.04411814975169	1.79015518022564	sp|P09429|HMGB1_HUMAN	P09429	HMGB1_HUMAN	HMGB1	High mobility group protein B1		+	+
17.744083404541016	21.384323120117188	17.59647560119629	16.82389259338379	18.016103744506836	19.095823287963867	20.975988388061523	18.307924270629883	19.36197280883789	17.635997772216797	Homo sapiens	1:Experimental evidence at protein level	284	8	-2.88393765739816	18.6886978195651	-4.57000281306879	0.000650192985866208	0.0141927648617606	-0.0928864438913486	3.18695771988454	1.84793299233399	sp|P09493|TPM1_HUMAN	P09493	TPM1_HUMAN	TPM1	Tropomyosin alpha-1 chain		+	+
20.969879150390625	19.943344116210938	20.039716720581055	21.574419021606445	17.641687393188477	20.983047485351562	19.70890235900879	19.974546432495117	21.214378356933594	20.27162742614746	Homo sapiens	1:Experimental evidence at protein level	421	2	1.38723938336786	20.2292113662345	1.77972409149641	0.100539504814639	0.259758910728317	-4.72075961891264	0.997663258125243	0.585429545546488	sp|P09543|CN37_HUMAN	P09543	CN37_HUMAN	CNP	2',3'-cyclic-nucleotide 3'-phosphodiesterase		+	
26.233081817626953	24.22207260131836	26.799224853515625	27.54609489440918	26.299755096435547	23.7471981048584	24.40671730041504	24.205358505249023	24.90340232849121	22.25046157836914	Homo sapiens	1:Experimental evidence at protein level	372	0	1.33518860635105	25.0621906474658	1.03166120139428	0.322657550051238	0.555040584548	-5.64222444139807	0.491258168129372	0.255675260119057	sp|P09651|ROA1_HUMAN	P09651	ROA1_HUMAN	HNRNPA1	Heterogeneous nuclear ribonucleoprotein A1		+	
21.20966911315918	20.646596908569336	22.655405044555664	22.19527244567871	21.638784408569336	21.47785186767578	19.264148712158203	21.481916427612305	21.601993560791016	20.636919021606445	Homo sapiens	1:Experimental evidence at protein level	255	1	1.68879705543572	21.2841825044038	2.38147259798879	0.0347475312881211	0.135607635727804	-3.7855859513091	1.45907604534817	0.867715855741179	sp|P09661|RU2A_HUMAN	P09661	RU2A_HUMAN	SNRPA1	U2 small nuclear ribonucleoprotein A'		+	
18.147432327270508	19.470056533813477	23.044357299804688	17.14117431640625	21.248456954956055	21.153343200683594	20.788358688354492	23.10685157775879	20.51609992980957	21.03090476989746	Homo sapiens	1:Experimental evidence at protein level	75	3	-0.854121901047709	20.565607732933	-0.813118000859981	0.432051440784106	0.651673593813096	-5.83664802020039	0.364464542262211	0.185969876508779	sp|P09669|COX6C_HUMAN	P09669	COX6C_HUMAN	COX6C	Cytochrome c oxidase subunit 6C		+	
22.03657341003418	21.178571701049805	22.024885177612305	21.66285514831543	21.33111572265625	21.244245529174805	20.81245231628418	20.70935821533203	21.755643844604492	21.292354583740234	Homo sapiens	1:Experimental evidence at protein level	1014	0	0.709534050070872	21.4056667422465	1.2112970031738	0.249189484215008	0.479113354097844	-5.45411786865391	0.603470288833718	0.319561724090344	sp|P09874|PARP1_HUMAN	P09874	PARP1_HUMAN	PARP1	Poly [ADP-ribose] polymerase 1		+	
22.270572662353516	20.504138946533203	23.2782039642334	22.026338577270508	22.44119644165039	19.306760787963867	19.2077693939209	18.899110794067383	18.28123664855957	21.128009796142578	Homo sapiens	1:Experimental evidence at protein level	128	4	0.646711846920653	20.7433333599901	0.470349363720198	0.646572944326824	0.807621903805288	-6.05635615856838	0.189382472281533	0.0927919109112001	sp|P0C0S5|H2AZ_HUMAN	P0C0S5	H2AZ_HUMAN	H2AZ1	Histone H2A.Z	sp|Q71UI9|H2AV_HUMAN	+	
27.626537322998047	26.54460334777832	29.003007888793945	28.224130630493164	27.438783645629883	28.45448875427246	26.82742691040039	27.872417449951172	28.55476951599121	27.466957092285156	Homo sapiens	1:Experimental evidence at protein level	130	0	1.56858652322485	27.8018789810777	1.73942406672019	0.107624814596886	0.271862682225221	-4.77853366116857	0.968087583688054	0.565650402621949	sp|P0C0S8|H2A1_HUMAN	P0C0S8	H2A1_HUMAN	H2AC11	Histone H2A type 1	sp|P20671|H2A1D_HUMAN, sp|Q16777|H2A2C_HUMAN, sp|Q6FI13|H2A2A_HUMAN, sp|Q96KK5|H2A1H_HUMAN, sp|Q99878|H2A1J_HUMAN, sp|Q9BTM1|H2AJ_HUMAN	+	
18.28281593322754	17.41828727722168	18.306203842163086	18.86414337158203	19.591501235961914	20.001182556152344	19.73295021057129	20.854663848876953	18.677528381347656	20.584617614746094	Homo sapiens	1:Experimental evidence at protein level	127	6	0.420710956831293	19.2341818774751	0.492164567051294	0.63151941109473	0.799101377726013	-6.04568261891683	0.199613295937204	0.0973981205682461	sp|P0C7P0|CISD3_HUMAN	P0C7P0	CISD3_HUMAN	CISD3	CDGSH iron-sulfur domain-containing protein 3, mitochondrial		+	
21.517925262451172	22.06584358215332	21.738733291625977	20.013813018798828	20.79973793029785	21.861852645874023	22.96481704711914	22.084091186523438	20.064422607421875	21.96860122680664	Homo sapiens	1:Experimental evidence at protein level	641	0	-1.60482146291263	21.5070078710742	-2.35652067079	0.0363593268347862	0.137638788770124	-3.82648252615843	1.43938416600684	0.861259157852663	sp|P0DMV8|HS71A_HUMAN	P0DMV8	HS71A_HUMAN	HSPA1A	Heat shock 70 kDa protein 1A	sp|P0DMV9|HS71B_HUMAN	+	
29.440431594848633	25.162887573242188	29.68450355529785	30.24163055419922	29.40814971923828	24.802261352539062	25.14784049987793	25.162778854370117	27.30691909790039	26.050418853759766	Homo sapiens	1:Experimental evidence at protein level	219	0	2.82924588660419	27.2470271970634	1.68327183694732	0.11823992479661	0.28745627513165	-4.85775324477362	0.92723585517073	0.541428206324659	sp|P10412|H14_HUMAN	P10412	H14_HUMAN	H1-4	Histone H1.4		+	
22.722299575805664	20.212600708007812	20.992721557617188	21.963977813720703	20.680038452148438	23.128520965576172	23.139894485473633	21.45429039001465	23.819480895996094	21.685489654541016	Homo sapiens	1:Experimental evidence at protein level	647	0	1.27169888961082	21.9735809595466	1.71015107909454	0.113047821122229	0.279330888918382	-4.82002199296941	0.946737803807004	0.553881036568754	sp|P10515|ODP2_HUMAN	P10515	ODP2_HUMAN	DLAT	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial		+	
19.909204483032227	21.005144119262695	19.40798568725586	18.72075653076172	20.64725112915039	20.345867156982422	21.608667373657227	19.916275024414062	19.25758171081543	20.90804672241211	Homo sapiens	1:Experimental evidence at protein level	105	0	-1.70588240130192	20.1736720568556	-2.36827955893896	0.0355909934383797	0.136633220572763	-3.80722679384658	1.44865988952397	0.864443694817264	sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	Thioredoxin		+	
21.22183609008789	17.70829963684082	21.225282669067383	18.00035285949707	21.207735061645508	21.303607940673828	22.57331657409668	21.329561233520508	18.818445205688477	18.37859344482422	Homo sapiens	1:Experimental evidence at protein level	129	4	-0.254726444419372	20.1707031178786	-0.191788467644339	0.851127910283162	0.933748200951895	-6.15094865925536	0.0700051678169702	0.029770221928799	sp|P10606|COX5B_HUMAN	P10606	COX5B_HUMAN	COX5B	Cytochrome c oxidase subunit 5B, mitochondrial		+	
18.690452575683594	19.67230987548828	21.315568923950195	20.930891036987305	20.696077346801758	21.05284309387207	19.245668411254883	21.161575317382812	20.517593383789062	21.139799118041992	Homo sapiens	1:Experimental evidence at protein level	155	2	0.869323132866192	20.4473775502618	1.14184524783864	0.275880630019846	0.50818931806025	-5.52969477936898	0.559278790897428	0.293974467889044	sp|P10620|MGST1_HUMAN	P10620	MGST1_HUMAN	MGST1	Microsomal glutathione S-transferase 1		+	
18.65933609008789	19.999053955078125	17.89409637451172	17.143943786621094	16.98544692993164	18.70334243774414	20.824874877929688	18.304529190063477	18.81698226928711	19.535306930541992	Homo sapiens	1:Experimental evidence at protein level	282	8	-2.03991288483865	18.6826455741551	-3.01200352351303	0.0108668602959514	0.0643897552917645	-2.71990861381382	1.96389591618111	1.191183225407	sp|P10768|ESTD_HUMAN	P10768	ESTD_HUMAN	ESD	S-formylglutathione hydrolase		+	
25.066837310791016	22.573949813842773	24.551074981689453	24.292797088623047	22.79834747314453	26.445180892944336	27.308504104614258	25.934982299804688	26.14059066772461	25.166301727294922	Homo sapiens	1:Experimental evidence at protein level	573	0	0.600112541186952	25.0198075794297	0.525044756903398	0.609154675104509	0.785428086780862	-6.02872068721901	0.215272418343719	0.104893572487752	sp|P10809|CH60_HUMAN	P10809	CH60_HUMAN	HSPD1	60 kDa heat shock protein, mitochondrial		+	
24.16389274597168	21.9451904296875	22.150850296020508	22.60546112060547	22.2528076171875	24.204734802246094	22.221776962280273	22.30160903930664	22.721424102783203	23.125503540039062	Homo sapiens	1:Experimental evidence at protein level	654	0	1.37111296981599	22.7689574035565	2.1167710421896	0.0559466169552532	0.178059607592949	-4.21143951679478	1.25222616976273	0.749434588055264	sp|P11021|BIP_HUMAN	P11021	BIP_HUMAN	HSPA5	Endoplasmic reticulum chaperone BiP		+	
23.19775390625	23.90838050842285	23.412160873413086	23.39988136291504	23.102651596069336	23.647031784057617	24.960918426513672	23.791833877563477	24.14674949645996	24.687353134155273	Homo sapiens	1:Experimental evidence at protein level	646	0	-0.789498729149837	23.8252024720036	-1.26143752450333	0.231217671820893	0.460220957526771	-5.39742293805095	0.635978976129526	0.337033608329283	sp|P11142|HSP7C_HUMAN	P11142	HSP7C_HUMAN	HSPA8	Heat shock cognate 71 kDa protein		+	
20.887901306152344	20.224285125732422	20.200159072875977	21.88377571105957	17.276966094970703	20.775178909301758	20.68695068359375	20.258991241455078	22.102746963500977	19.206356048583984	Homo sapiens	1:Experimental evidence at protein level	492	2	0.989696626498951	20.3433715583145	1.17980371830715	0.261030449129391	0.491486708465623	-5.48882096718746	0.583308829376041	0.308488222527856	sp|P11166|GTR1_HUMAN	P11166	GTR1_HUMAN	SLC2A1	Solute carrier family 2, facilitated glucose transporter member 1		+	
20.20327377319336	19.405466079711914	19.717363357543945	20.049942016601562	19.913108825683594	20.349594116210938	22.43756103515625	20.802837371826172	21.322900772094727	21.23789405822754	Homo sapiens	1:Experimental evidence at protein level	359	0	-0.393261781230489	20.5412735461624	-0.478534266117522	0.640905304508692	0.803496594859144	-6.05240599817264	0.193206133924873	0.0950159593947465	sp|P11177|ODPB_HUMAN	P11177	ODPB_HUMAN	PDHB	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial		+	
21.137781143188477	19.172842025756836	20.88544464111328	20.41353988647461	20.50345802307129	21.171302795410156	20.888729095458984	21.560646057128906	18.424495697021484	21.099769592285156	Homo sapiens	1:Experimental evidence at protein level	206	2	0.298031777379428	20.5279370891878	0.352375918490549	0.730692350258007	0.859749700433448	-6.10594510204767	0.136265439333483	0.0656279668291514	sp|P11234|RALB_HUMAN	P11234	RALB_HUMAN	RALB	Ras-related protein Ral-B		+	
21.749876022338867	21.526029586791992	22.599510192871094	22.834802627563477	21.857641220092773	21.893089294433594	21.185691833496094	22.384408950805664	21.498727798461914	20.26366424560547	Homo sapiens	1:Experimental evidence at protein level	765	0	0.673326508715753	21.7798152352946	0.937018540664096	0.367299117181782	0.602540221072445	-5.73128225428784	0.434980115497726	0.220013957538494	sp|P11387|TOP1_HUMAN	P11387	TOP1_HUMAN	TOP1	DNA topoisomerase 1		+	
22.05678939819336	20.807512283325195	21.338987350463867	21.83502197265625	21.995298385620117	21.732912063598633	22.779682159423828	21.298158645629883	22.1911678314209	21.20224380493164	Homo sapiens	1:Experimental evidence at protein level	1531	0	0.203376431309934	21.7219551213795	0.337511992269103	0.741585025343126	0.868056890130326	-6.11120848928212	0.129839048384203	0.0614518113902823	sp|P11388|TOP2A_HUMAN	P11388	TOP2A_HUMAN	TOP2A	DNA topoisomerase 2-alpha		+	
19.476818084716797	20.599411010742188	20.981403350830078	20.977602005004883	19.856168746948242	26.593652725219727	27.923669815063477	28.66692352294922	28.53125762939453	27.244359970092773	Homo sapiens	1:Experimental evidence at protein level	1178	0	-0.305903624850334	24.0740424733317	-0.10318647437307	0.919526263110761	0.959782021173213	-6.16447480382899	0.0364358621179169	0.0178273896175957	sp|P11498|PYC_HUMAN	P11498	PYC_HUMAN	PC	Pyruvate carboxylase, mitochondrial		+	
18.56229019165039	21.580944061279297	20.20937728881836	20.096878051757812	20.55914306640625	20.87517547607422	21.94278335571289	21.095605850219727	20.56096076965332	22.065105438232422	Homo sapiens	1:Experimental evidence at protein level	935	1	-1.69263036332942	20.7574499574483	-2.10357783885949	0.0572727145753283	0.181421581978024	-4.23214660918698	1.24205223198801	0.741311050371633	sp|P11586|C1TC_HUMAN	P11586	C1TC_HUMAN	MTHFD1	C-1-tetrahydrofolate synthase, cytoplasmic		+	
19.436952590942383	20.56460189819336	18.840564727783203	16.976938247680664	18.3337345123291	19.997390747070312	22.8038272857666	18.290451049804688	21.35556411743164	20.463869094848633	Homo sapiens	1:Experimental evidence at protein level	318	2	-2.19836646043515	19.6989802522998	-2.03866178180409	0.0642371403907724	0.193566017275077	-4.33320789642092	1.19221380054616	0.713170885691627	sp|P11908|PRPS2_HUMAN	P11908	PRPS2_HUMAN	PRPS2	Ribose-phosphate pyrophosphokinase 2	sp|P60891|PRPS1_HUMAN	+	
21.679214477539062	22.54720115661621	21.865398406982422	21.762283325195312	21.915752410888672	18.173301696777344	22.50068473815918	21.183446884155273	20.87282943725586	21.028629302978516	Homo sapiens	1:Experimental evidence at protein level	636	1	-1.85547816334973	21.3546725456704	-2.01192817377229	0.0673284046058008	0.1984800474171	-4.37441065973469	1.17180167632525	0.702283144982408	sp|P11940|PABP1_HUMAN	P11940	PABP1_HUMAN	PABPC1	Polyadenylate-binding protein 1		+	
