P1_LN	P1_PT	P2_ANT	P2_NCT	P2_PT	P3_ANT	P3_NCT	P3_PT	P4_ANT	P4_NCT	P4_PT	P5_ANT	P5_LN	P5_NCT	P5_PT	P6_ANT	P6_LN	P6_NCT	P6_PT	P7_ANT	P7_LN	P7_NCT	P7_PT	Organism	Protein.Existence	Protein.Length	Number.Of.Imputations	ANT_vs_LN_logFC	ANT_vs_LN_AveExpr	ANT_vs_LN_t	ANT_vs_LN_P.Value	ANT_vs_LN_adj.P.Val	ANT_vs_LN_B	ANT_vs_LN_-log(P.Value)	ANT_vs_LN_-log(adj.P.Val)	Protein	Protein.ID	Entry.Name	Gene	Description	Indistinguishable.Proteins	ANT_vs_LN_Valid	ANT_vs_LN_Significant
17.258926391601562	17.504966735839844	18.88299560546875	17.996244430541992	18.54838752746582	18.001977920532227	19.31285858154297	18.1600341796875	18.44858741760254	20.164274215698242	20.18396759033203	19.28866958618164	19.250003814697266	18.416854858398438	19.657793045043945	18.41832733154297	18.954269409179688	18.54878807067871	19.708621978759766	18.526395797729492	18.85470199584961	18.84408187866211	19.14331817626953	Homo sapiens	1:Experimental evidence at protein level	213	13	-0.817370316472527	18.7859913027257	-1.78332179402773	0.0868170925129964	0.171270869457184	-5.15411242663373	1.06139476268881	0.766316497570561	sp|O14735|CDIPT_HUMAN	O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase		+	
20.18831443786621	20.106300354003906	19.00455093383789	17.67447280883789	20.101146697998047	19.481679916381836	19.291170120239258	18.03513526916504	18.775615692138672	19.133398056030273	18.198232650756836	18.994794845581055	17.44512367248535	18.58602523803711	19.64159393310547	18.754783630371094	20.152360916137695	19.03889274597168	20.528038024902344	19.76573944091797	19.53877830505371	19.232513427734375	19.880130767822266	Homo sapiens	1:Experimental evidence at protein level	125	12	-0.624738182400964	19.1979953121375	-1.1697692452139	0.253248034637442	0.384658019811194	-6.0032150658136	0.59645391635041	0.414925208440224	sp|O14737|PDCD5_HUMAN	O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5		+	
19.634206771850586	18.87491226196289	19.056182861328125	18.635356903076172	19.437795639038086	18.87164878845215	18.840011596679688	19.51256561279297	18.747522354125977	18.2887020111084	18.747882843017578	18.721921920776367	20.03404426574707	19.23019790649414	19.73863983154297	18.900327682495117	19.664020538330078	18.32662582397461	20.46794891357422	18.80915641784668	20.34747314453125	19.358158111572266	19.889596939086914	Homo sapiens	1:Experimental evidence at protein level	637	12	0.233685112783544	19.2194628715848	0.670182851704681	0.508953513555616	0.637820042372384	-6.45719754547778	0.293321883141133	0.195301837938825	sp|O14744|ANM5_HUMAN	O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5		+	
21.94194221496582	23.0180606842041	19.426103591918945	18.938739776611328	21.746122360229492	19.007869720458984	18.579608917236328	23.41223907470703	18.594640731811523	19.22516441345215	21.30376434326172	18.882068634033203	22.75462532043457	18.830974578857422	23.862520217895508	18.503398895263672	22.204097747802734	17.536846160888672	21.525634765625	19.71965789794922	22.491056442260742	19.93695640563965	22.044410705566406	Homo sapiens	1:Experimental evidence at protein level	358	12	2.43514719246411	20.5554777406748	5.42221524089185	1.30114421203978E-05	0.000114500690659501	3.1603242378118	4.88567456583491	3.94119189368474	sp|O14745|NHRF1_HUMAN	O14745	NHRF1_HUMAN	NHERF1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1		+	+
21.649398803710938	23.409303665161133	21.63623046875	21.537311553955078	21.98935890197754	22.121137619018555	21.76807403564453	22.064937591552734	22.16881561279297	22.694679260253906	22.52301597595215	22.23336410522461	22.716825485229492	21.7561092376709	22.157791137695312	21.441238403320312	21.210384368896484	21.722341537475586	21.319427490234375	21.17388916015625	21.769014358520508	21.830503463745117	21.93073272705078	Homo sapiens	1:Experimental evidence at protein level	563	0	-0.89675292085985	21.9499751853156	-2.76327151103584	0.010643101947347	0.0301086144641367	-3.28416008931999	1.97293177784161	1.52130922935688	sp|O14773|TPP1_HUMAN	O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1		+	+
16.60480308532715	17.399904251098633	19.039813995361328	18.205957412719727	17.777957916259766	18.089462280273438	18.887563705444336	17.61400604248047	19.55033302307129	18.359636306762695	17.52786636352539	18.526548385620117	20.3992919921875	18.859642028808594	18.030105590820312	18.946184158325195	19.940698623657227	18.237768173217773	19.870271682739258	19.924381256103516	18.728713989257812	18.78426170349121	17.79298210144043	Homo sapiens	1:Experimental evidence at protein level	1098	19	-0.916493168674517	18.5772591020996	-1.66801450353302	0.107931457156051	0.20193098742028	-5.33570637778033	0.966851959596837	0.694797031066232	sp|O14776|TCRG1_HUMAN	O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1		+	
17.88427734375	17.811309814453125	19.901283264160156	17.795591354370117	16.86736488342285	20.5993595123291	18.846670150756836	17.457841873168945	19.479610443115234	17.621089935302734	16.86344337463379	20.615684509277344	18.144309997558594	20.38369369506836	18.415321350097656	18.653549194335938	17.692981719970703	18.36252784729004	17.686769485473633	21.07254981994629	18.155858993530273	21.359134674072266	17.986909866333008	Homo sapiens	1:Experimental evidence at protein level	398	15	-2.9012272520822	18.7036672571238	-4.83994706676826	5.7979298756654E-05	0.000385070059666834	1.70251209632671	4.23672704161913	3.41446024774178	sp|O14791|APOL1_HUMAN	O14791	APOL1_HUMAN	APOL1	Apolipoprotein L1		+	+
22.263662338256836	22.146705627441406	21.447202682495117	21.810527801513672	22.445045471191406	21.731016159057617	21.599132537841797	22.07083511352539	21.782934188842773	21.847675323486328	22.17670440673828	21.80229377746582	22.672483444213867	21.89415740966797	22.60504913330078	21.655052185058594	22.4410457611084	21.591638565063477	22.313508987426758	21.651817321777344	22.538551330566406	21.62616539001465	22.519563674926758	Homo sapiens	1:Experimental evidence at protein level	248	0	-0.150226606175874	22.0255360949411	-0.695455013437273	0.493256070062343	0.62295384758258	-6.4398502379231	0.306927561568199	0.20554412747033	sp|O14818|PSA7_HUMAN	O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7		+	
21.092058181762695	20.315074920654297	19.04705810546875	19.20039176940918	20.595932006835938	18.80527687072754	19.243450164794922	20.23443603515625	18.521133422851562	17.675413131713867	18.110729217529297	18.419952392578125	20.09883689880371	17.897085189819336	19.563060760498047	18.375303268432617	19.412595748901367	18.9778995513916	20.47466468811035	18.41657829284668	19.763887405395508	18.85693359375	17.894580841064453	Homo sapiens	1:Experimental evidence at protein level	347	14	0.666130511087108	19.1694135172497	1.21277056772886	0.236679311837525	0.365120903489556	-5.95362557377301	0.62583970213628	0.437563302601376	sp|O14828|SCAM3_HUMAN	O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3		+	
22.04251480102539	20.629627227783203	18.85374641418457	21.993717193603516	21.63316535949707	21.464040756225586	21.684268951416016	20.80370330810547	22.174320220947266	21.570829391479492	20.990644454956055	21.8275089263916	19.591796875	21.396728515625	20.99534797668457	22.19186019897461	20.3502140045166	21.66214942932129	21.0259952545166	22.01992416381836	20.968435287475586	21.6583194732666	20.433216094970703	Homo sapiens	1:Experimental evidence at protein level	152	1	-1.5921911951253	21.2297684620026	-2.89142652243933	0.00787766658667639	0.0237583481879689	-3.00504189904472	2.10360240416039	1.62418375720042	sp|O14880|MGST3_HUMAN	O14880	MGST3_HUMAN	MGST3	Glutathione S-transferase 3, mitochondrial		+	+
19.378597259521484	20.850299835205078	19.89948081970215	20.428253173828125	19.481149673461914	18.5406436920166	18.8983097076416	19.931791305541992	18.33344841003418	17.744752883911133	20.143613815307617	19.365421295166016	18.25057029724121	18.750835418701172	19.65060043334961	20.4603328704834	20.052663803100586	20.264751434326172	19.945722579956055	20.309249877929688	19.907920837402344	20.613100051879883	20.235023498535156	Homo sapiens	1:Experimental evidence at protein level	124	8	-0.927914564795575	19.6327816381871	-1.56200877195844	0.130997108155178	0.233220285039277	-5.49409793769887	0.882738291566457	0.632233678194809	sp|O14907|TX1B3_HUMAN	O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3		+	
18.40268898010254	17.69329071044922	19.119787216186523	18.36528205871582	18.86445426940918	18.8004150390625	18.849090576171875	17.82085418701172	18.514448165893555	18.684938430786133	18.89063262939453	18.417097091674805	18.241830825805664	18.54280662536621	18.837512969970703	18.78636360168457	19.72625732421875	19.13055419921875	19.255783081054688	18.451087951660156	19.406633377075195	19.137935638427734	18.76858901977539	Homo sapiens	1:Experimental evidence at protein level	419	13	-0.548771810262075	18.7306516947782	-1.50670871797403	0.144557589787679	0.250661436479127	-5.57335378955012	0.839959101389554	0.600912475824635	sp|O14929|HAT1_HUMAN	O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit		+	
19.65493392944336	19.39270782470703	19.13369369506836	19.328262329101562	19.57479476928711	18.362045288085938	18.588790893554688	18.71465301513672	18.493932723999023	18.050668716430664	18.19662094116211	18.92905616760254	17.544960021972656	19.276718139648438	16.855073928833008	18.83208465576172	19.247404098510742	19.439931869506836	19.968372344970703	19.276948928833008	15.99211311340332	18.872713088989258	18.230613708496094	Homo sapiens	1:Experimental evidence at protein level	926	16	-1.51791987309226	18.7051030625011	-2.44875941381678	0.0217788781778232	0.0547025033946549	-3.93979727736314	1.66196449435658	1.26199279824414	sp|O14936|CSKP_HUMAN	O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK		+	
20.587848663330078	18.613849639892578	20.19584846496582	18.739423751831055	19.99668312072754	18.42970848083496	19.18401336669922	19.997533798217773	19.181123733520508	19.935680389404297	18.4829158782959	18.71352195739746	19.913278579711914	18.987123489379883	20.45724868774414	17.589683532714844	21.23690414428711	18.708810806274414	21.42604637145996	19.459426879882812	20.980762481689453	18.70400047302246	20.68204689025879	Homo sapiens	1:Experimental evidence at protein level	82	12	0.903626640918883	19.56336415256	1.86408977414621	0.0742267603388389	0.151779865124398	-5.02137598231218	1.12943949401648	0.818785837434977	sp|O14949|QCR8_HUMAN	O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8		+	
23.102617263793945	24.041154861450195	22.753578186035156	22.869173049926758	23.825773239135742	22.760395050048828	22.00673484802246	23.208112716674805	21.86661148071289	22.37411880493164	22.790611267089844	22.120929718017578	22.933456420898438	22.587894439697266	23.113327026367188	22.68001365661621	23.00282859802246	22.57773780822754	22.419055938720703	22.363954544067383	23.76703453063965	22.712583541870117	23.207868576049805	Homo sapiens	1:Experimental evidence at protein level	172	0	-0.20615679326086	22.8282629046469	-0.621873645555998	0.539718059334984	0.663174269879936	-6.48863266656097	0.267833049901598	0.178372332074694	sp|O14950|ML12B_HUMAN	O14950	ML12B_HUMAN	MYL12B	Myosin regulatory light chain 12B	sp|P19105|ML12A_HUMAN	+	
17.666772842407227	17.547622680664062	20.246883392333984	17.568437576293945	16.72158432006836	18.6737117767334	18.7655029296875	17.019378662109375	17.032958984375	16.95016860961914	17.05557632446289	19.03440284729004	17.480958938598633	18.26142120361328	16.489391326904297	17.964834213256836	17.3068904876709	19.266977310180664	17.919822692871094	19.304555892944336	18.50533103942871	18.483930587768555	18.235021591186523	Homo sapiens	1:Experimental evidence at protein level	1311	11	-1.75283591732119	17.9938818884234	-3.2621490808892	0.00321996373079431	0.0112379470717807	-2.16546571483372	2.49214902010684	1.94931301766626	sp|O14976|GAK_HUMAN	O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase		+	+
20.962688446044922	20.92137908935547	19.677724838256836	19.881086349487305	20.879865646362305	20.088123321533203	19.199466705322266	20.836484909057617	19.637834548950195	19.702970504760742	20.420764923095703	19.926000595092773	20.98989486694336	19.968788146972656	21.187776565551758	20.094284057617188	21.307146072387695	20.07041358947754	20.250455856323242	19.740991592407227	21.68008804321289	18.742504119873047	21.167747497558594	Homo sapiens	1:Experimental evidence at protein level	420	4	0.487719708079492	20.3112983706057	1.58225716569177	0.126301171658774	0.227228753817056	-5.46449337010957	0.898592620603971	0.643536713304559	sp|O14979|HNRDL_HUMAN	O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like		+	
21.98337173461914	20.922927856445312	20.147476196289062	18.458820343017578	21.33238410949707	17.904354095458984	18.94113540649414	20.67483901977539	20.090599060058594	20.17997932434082	21.100099563598633	19.811721801757812	20.898073196411133	19.640308380126953	20.587350845336914	19.309110641479492	21.084712982177734	19.93280792236328	21.501129150390625	19.478296279907227	20.537904739379883	19.867156982421875	20.640228271484375	Homo sapiens	1:Experimental evidence at protein level	1071	5	0.801939906683021	20.2064819752699	1.984055049002	0.0584574956596257	0.123958063085471	-4.81618315237957	1.23315979391362	0.90672521847554	sp|O14980|XPO1_HUMAN	O14980	XPO1_HUMAN	XPO1	Exportin-1		+	
18.309036254882812	17.019248962402344	20.177988052368164	18.423992156982422	19.208892822265625	18.36985969543457	20.02330207824707	18.254928588867188	18.53076171875	18.39392852783203	20.153911590576172	17.750520706176758	17.519943237304688	17.761234283447266	21.07220458984375	18.77178192138672	18.21186637878418	19.028409957885742	18.596940994262695	19.709684371948242	18.448537826538086	18.983898162841797	17.982891082763672	Homo sapiens	1:Experimental evidence at protein level	2390	15	-1.55795705207351	18.733487043367	-2.5251641475461	0.0183598832775671	0.0477705938710933	-3.78467630484561	1.73613008414075	1.32083935965163	sp|O15020|SPTN2_HUMAN	O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2		+	+
20.177818298339844	20.50494956970215	18.727436065673828	18.530118942260742	19.929481506347656	18.827659606933594	18.147464752197266	19.66728401184082	18.823654174804688	17.45160484313965	19.86822509765625	18.766050338745117	16.825422286987305	18.756305694580078	20.318716049194336	18.939109802246094	19.970884323120117	18.77092170715332	18.218791961669922	18.59486198425293	19.365827560424805	19.65425682067871	19.93853759765625	Homo sapiens	1:Experimental evidence at protein level	1029	14	-0.507581089975329	19.0750722082966	-0.925548813847723	0.363627652077007	0.502511797373945	-6.25389969437646	0.439343098255824	0.298853737938791	sp|O15042|SR140_HUMAN	O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein		+	
17.124225616455078	18.00354766845703	18.9360294342041	18.388959884643555	17.463733673095703	18.112323760986328	19.05388641357422	19.13521957397461	19.07982635498047	17.989774703979492	18.21474838256836	18.146486282348633	19.876970291137695	18.566858291625977	19.168840408325195	18.706315994262695	19.479894638061523	18.951143264770508	16.909669876098633	17.934200286865234	19.20228385925293	19.18319320678711	19.416227340698242	Homo sapiens	1:Experimental evidence at protein level	1338	17	-0.373728749196086	18.5704752345123	-0.759304206868982	0.454850077147088	0.592049968352047	-6.39328228879997	0.342131727292548	0.227641637763957	sp|O15067|PUR4_HUMAN	O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase		+	
17.26226806640625	17.109540939331055	19.603912353515625	19.27525520324707	16.78569221496582	18.578279495239258	18.335721969604492	17.83809471130371	20.085865020751953	19.873544692993164	19.203540802001953	19.574195861816406	18.26154899597168	18.981061935424805	18.146631240844727	16.018505096435547	17.87286949157715	18.406639099121094	18.79794692993164	19.452220916748047	17.527816772460938	18.711000442504883	17.88195037841797	Homo sapiens	1:Experimental evidence at protein level	740	7	-1.93408582605641	18.4268570056983	-3.51782836126622	0.00170815611298894	0.00645536297914837	-1.56368625803146	2.76747244049046	2.19007933273	sp|O15075|DCLK1_HUMAN	O15075	DCLK1_HUMAN	DCLK1	Serine/threonine-protein kinase DCLK1		+	+
16.118741989135742	17.84148597717285	19.204984664916992	18.2342529296875	16.57155990600586	18.90481948852539	18.702102661132812	17.720003128051758	18.807878494262695	18.306476593017578	17.893814086914062	18.285137176513672	17.5229549407959	18.19524383544922	17.59963607788086	18.364280700683594	17.10858917236328	18.723487854003906	18.270660400390625	17.95002555847168	17.73210906982422	18.188671112060547	17.87120819091797	Homo sapiens	1:Experimental evidence at protein level	583	17	-2.23516895453186	18.0184407456947	-6.58948013759545	7.02985797926185E-07	1.1864089082809E-05	6.01395334220588	6.15305344872782	4.92576560101987	sp|O15091|MRPP3_HUMAN	O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit		+	+
19.39148712158203	18.872142791748047	18.928754806518555	19.582393646240234	19.620166778564453	18.289691925048828	19.08233070373535	18.126380920410156	18.508386611938477	18.5893611907959	17.481943130493164	18.15035057067871	17.654985427856445	18.022586822509766	18.5164794921875	19.5361385345459	19.364946365356445	18.649051666259766	19.849369049072266	18.16061782836914	19.706846237182617	19.133651733398438	17.40292739868164	Homo sapiens	1:Experimental evidence at protein level	133	17	-0.376877313409341	18.7287536833479	-0.719406368706086	0.478636476464056	0.610751050236889	-6.42284041979494	0.319994207261635	0.214135777548642	sp|O15116|LSM1_HUMAN	O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1		+	
20.433929443359375	20.59567642211914	19.41999626159668	17.67268180847168	21.288612365722656	20.711503982543945	20.730457305908203	21.324350357055664	18.13895606994629	20.91541862487793	20.417221069335938	18.796306610107422	22.447317123413086	18.827119827270508	20.960351943969727	18.39083480834961	21.41654396057129	18.626323699951172	21.106178283691406	19.458227157592773	19.776365280151367	18.954936981201172	20.32130241394043	Homo sapiens	1:Experimental evidence at protein level	372	9	1.00036327385315	20.0170703889693	1.77612528177178	0.0880230307141937	0.173372300303576	-5.16572144970551	1.05540368235577	0.761020288556804	sp|O15143|ARC1B_HUMAN	O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B		+	
22.164358139038086	22.628461837768555	21.91986656188965	22.13404655456543	22.741954803466797	22.40215492248535	21.542631149291992	22.679052352905273	21.357316970825195	21.901832580566406	22.377634048461914	21.856952667236328	23.88107681274414	22.11858367919922	22.281047821044922	21.993350982666016	23.030183792114258	22.24703025817871	22.443252563476562	21.572866439819336	22.69291877746582	22.07778549194336	22.7217960357666	Homo sapiens	1:Experimental evidence at protein level	300	0	0.125092296464263	22.2917413743382	0.415146744235105	0.681615323701022	0.776109130129075	-6.5972064786805	0.166460654561796	0.11007720750394	sp|O15144|ARPC2_HUMAN	O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2		+	
21.15095329284668	22.10153579711914	21.633068084716797	21.262405395507812	21.5236759185791	21.41246795654297	20.75239372253418	21.574819564819336	20.74354362487793	20.959211349487305	21.528968811035156	21.117605209350586	21.979122161865234	21.44438362121582	21.348495483398438	20.771154403686523	21.96597671508789	21.59579849243164	21.34716796875	18.458282470703125	21.726165771484375	20.967510223388672	21.766571044921875	Homo sapiens	1:Experimental evidence at protein level	178	1	0.105109885047312	21.2634375927933	0.251617325621048	0.803416690553941	0.867193596712743	-6.65279285559001	0.0950591502740227	0.0618839375891161	sp|O15145|ARPC3_HUMAN	O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3		+	
19.25457000732422	18.046886444091797	19.23952293395996	18.340179443359375	19.03099822998047	18.896442413330078	18.651716232299805	17.079498291015625	18.83391761779785	19.156702041625977	18.539182662963867	18.480911254882812	17.044658660888672	17.84711456298828	17.575353622436523	19.1641788482666	18.974958419799805	18.868480682373047	18.03812026977539	18.77886962890625	18.04564666748047	18.76252555847168	17.34015464782715	Homo sapiens	1:Experimental evidence at protein level	346	18	-1.36801704348815	18.4458290366131	-3.19470359566338	0.00379815424971313	0.0129981278767961	-2.32138357905093	2.42042740177937	1.88611919471825	sp|O15160|RPAC1_HUMAN	O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1		+	+
19.015167236328125	17.40961456298828	18.723039627075195	18.115863800048828	16.889890670776367	18.696170806884766	19.346250534057617	18.140989303588867	18.39400863647461	18.229652404785156	18.019826889038086	19.368816375732422	19.368816375732422	18.08441925048828	17.575780868530273	18.529584884643555	20.270858764648438	18.719974517822266	20.23068618774414	18.31839942932129	19.02734375	18.868635177612305	18.82209014892578	Homo sapiens	1:Experimental evidence at protein level	318	17	-0.0712784636276282	18.6201323128222	-0.148733627004822	0.882970390248567	0.922727831531151	-6.67385596622074	0.0540538599187733	0.0349263799002207	sp|O15162|PLS1_HUMAN	O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1		+	
22.59377670288086	21.44061851501465	21.440784454345703	21.791006088256836	21.6075382232666	21.993589401245117	21.85662269592285	21.204824447631836	21.937484741210938	21.40218734741211	20.857154846191406	22.07440757751465	20.84185028076172	21.310148239135742	21.061939239501953	21.464019775390625	20.70514488220215	21.69656753540039	20.87666130065918	21.978519439697266	21.86491584777832	22.022493362426758	21.193363189697266	Homo sapiens	1:Experimental evidence at protein level	223	0	-1.24205646257616	21.5417087136228	-3.51281835602749	0.00172969388572726	0.00652674691337207	-1.57562544543974	2.76203074976295	2.18530322754563	sp|O15173|PGRC2_HUMAN	O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2		+	+
19.66474723815918	19.107948303222656	19.69693946838379	18.15022850036621	18.7780704498291	19.207237243652344	19.240697860717773	19.915311813354492	18.827804565429688	18.38099479675293	17.569459915161133	19.26964569091797	16.060976028442383	18.21310043334961	19.416522979736328	18.883512496948242	18.550735473632812	18.50481605529785	19.016183853149414	18.01312828063965	19.774438858032227	19.00494384765625	19.039016723632812	Homo sapiens	1:Experimental evidence at protein level	467	15	-1.27326400222598	18.7994582124824	-2.3291587520464	0.0283261727227648	0.068293238345296	-4.17676798071249	1.54781210100622	1.16562229331253	sp|O15198|SMAD9_HUMAN	O15198	SMAD9_HUMAN	SMAD9	Mothers against decapentaplegic homolog 9	sp|P84022|SMAD3_HUMAN, sp|Q15796|SMAD2_HUMAN	+	
18.277111053466797	18.039827346801758	21.680709838867188	20.946168899536133	17.558717727661133	21.03614616394043	20.509565353393555	19.429656982421875	20.66510772705078	20.293088912963867	20.709230422973633	21.00950813293457	20.166425704956055	21.1372127532959	19.378158569335938	21.139394760131836	17.33258056640625	19.004688262939453	18.090652465820312	20.960859298706055	17.947662353515625	21.27445411682129	19.173763275146484	Homo sapiens	1:Experimental evidence at protein level	3695	6	-3.50038644918019	19.8403738983237	-6.32817192623016	1.33510039666734E-06	1.83781417731192E-05	5.38673720286975	5.87448607506404	4.73569840255155	sp|O15230|LAMA5_HUMAN	O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5		+	+
21.21772575378418	19.917911529541016	18.55056381225586	20.005842208862305	20.829490661621094	20.822126388549805	20.493488311767578	19.763065338134766	20.562328338623047	20.161264419555664	19.828882217407227	20.566822052001953	19.908885955810547	20.199575424194336	19.566768646240234	20.432218551635742	19.846534729003906	21.31842613220215	19.970169067382812	20.418561935424805	19.361669540405273	19.206754684448242	20.21204948425293	Homo sapiens	1:Experimental evidence at protein level	269	2	-1.00819194121912	20.1459024513597	-2.07874191438881	0.0481760273864166	0.105704124203144	-4.64774656697878	1.31716901494975	0.975908067718822	sp|O15260|SURF4_HUMAN	O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4		+	
18.931365966796875	20.917621612548828	19.171463012695312	18.545747756958008	19.11211585998535	18.80375862121582	18.21561050415039	20.824108123779297	18.902446746826172	17.257932662963867	20.305522918701172	18.18981170654297	20.229568481445312	18.504474639892578	20.417917251586914	19.182254791259766	17.690824508666992	18.903369903564453	19.977453231811523	18.514413833618164	21.226879119873047	19.296167373657227	20.91599464416504	Homo sapiens	1:Experimental evidence at protein level	246	13	-0.100950662090071	19.2977034801106	-0.189980951790953	0.850875341699197	0.900380257735882	-6.6667075959442	0.0701340619809447	0.045574036161927	sp|O15305|PMM2_HUMAN	O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2		+	
20.45530128479004	20.541545867919922	19.377992630004883	18.66973114013672	20.618539810180664	18.596601486206055	18.702667236328125	17.78334617614746	18.773818969726562	17.769742965698242	19.901235580444336	19.01473045349121	17.13660430908203	19.226526260375977	20.764127731323242	17.833969116210938	20.873510360717773	18.6060733795166	22.02117156982422	18.747055053710938	21.904521942138672	19.212636947631836	21.25530433654785	Homo sapiens	1:Experimental evidence at protein level	200	14	0.535715177251383	19.4583325646011	0.765801812177561	0.451044258414597	0.590214048185644	-6.38832440195675	0.345780841177087	0.228990457701364	sp|O15347|HMGB3_HUMAN	O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3		+	
20.65918731689453	19.755979537963867	19.536001205444336	19.13227653503418	20.228660583496094	18.10775375366211	18.195531845092773	19.95648956298828	19.345691680908203	18.236858367919922	19.607738494873047	18.494626998901367	19.269161224365234	18.146533966064453	19.89178466796875	18.947797775268555	19.97045135498047	19.03299331665039	19.349666595458984	19.11836051940918	20.2947998046875	17.91790771484375	19.89160919189453	Homo sapiens	1:Experimental evidence at protein level	546	12	0.287818353845694	19.2581070236629	0.762314846490649	0.453084283014573	0.591381162525344	-6.39099007881966	0.343821002747831	0.228132513326288	sp|O15355|PPM1G_HUMAN	O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G		+	
21.321523666381836	20.86685562133789	19.70667266845703	20.476449966430664	20.770849227905273	19.524246215820312	20.70958709716797	20.593887329101562	20.354246139526367	20.219106674194336	21.49188232421875	20.781885147094727	21.532567977905273	20.73866081237793	21.150941848754883	18.861328125	21.558218002319336	19.043445587158203	20.71756362915039	18.51838493347168	20.96986198425293	19.777183532714844	21.303178787231445	Homo sapiens	1:Experimental evidence at protein level	548	4	0.843964198524937	20.4684969440708	2.21557249422657	0.0361633231396385	0.0837466430602155	-4.39480530809106	1.44173166793962	1.07703259240627	sp|O15371|EIF3D_HUMAN	O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D		+	
20.386531829833984	20.728878021240234	19.40729522705078	19.346940994262695	20.35684585571289	19.10523796081543	18.56763458251953	20.378887176513672	19.301055908203125	18.254209518432617	20.31247329711914	18.85689353942871	20.961437225341797	18.606470108032227	20.77898406982422	19.396190643310547	19.754756927490234	18.92894172668457	20.381284713745117	19.176305770874023	20.363861083984375	17.971582412719727	19.85753059387207	Homo sapiens	1:Experimental evidence at protein level	352	12	0.308300998072394	19.6078774671234	0.89612797655305	0.378827573291469	0.519208204412501	-6.28044950801273	0.421558418020085	0.284658453528711	sp|O15372|EIF3H_HUMAN	O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H		+	
20.171472549438477	20.61232566833496	19.643505096435547	18.338111877441406	19.878536224365234	21.440431594848633	21.108644485473633	20.71759796142578	20.651872634887695	19.460186004638672	18.424884796142578	20.882333755493164	21.02212905883789	20.67037582397461	20.5651912689209	17.925765991210938	20.511211395263672	18.587276458740234	19.428165435791016	20.760250091552734	20.186132431030273	18.69300651550293	19.979656219482422	Homo sapiens	1:Experimental evidence at protein level	261	6	-0.616516514356096	19.9849791496969	-1.03491289423945	0.31072729351362	0.44378872092218	-6.14825125901508	0.507620597721034	0.352823739741473	sp|O15400|STX7_HUMAN	O15400	STX7_HUMAN	STX7	Syntaxin-7		+	
20.770999908447266	22.539297103881836	19.860300064086914	21.563737869262695	23.044147491455078	21.941957473754883	21.12858009338379	22.723114013671875	18.57417869567871	18.154935836791992	21.81682777404785	21.067119598388672	22.89539337158203	18.33696746826172	21.477872848510742	21.205970764160156	22.694923400878906	21.593015670776367	22.255823135375977	21.76466941833496	22.968717575073242	21.064136505126953	22.6834716796875	Homo sapiens	1:Experimental evidence at protein level	151	4	0.658912134134411	21.3896980654487	0.860427271385604	0.397821279774281	0.537702486760191	-6.31158666200981	0.400311989835592	0.26945795499818	sp|O15511|ARPC5_HUMAN	O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5		+	
